userId,qId,result,format,word_number,word,section,len,CEFRId,word_Id
0,201,1,4,240,succeed,3,7,1,239
0,202,1,4,242,fashion,3,7,1,241
0,203,1,4,243,device,3,6,2,242
0,204,1,4,244,charge,3,6,2,243
0,205,1,4,245,contrast,3,8,1,244
0,206,1,4,249,content,3,7,3,248
0,207,1,4,253,crop,3,4,2,252
0,208,0,4,254,topic,3,5,0,253
0,209,1,4,255,technique,3,9,2,254
0,210,1,4,256,status,3,6,2,255
0,211,0,4,261,conflict,3,8,2,260
0,212,1,4,262,struggle,3,8,2,261
0,213,1,4,264,debate,3,6,1,263
0,214,1,4,265,fuel,3,4,2,264
0,215,1,4,268,balance,3,7,2,267
0,216,0,4,270,strategy,3,8,1,269
0,217,1,4,273,aim,3,3,2,272
0,218,1,4,275,gene,3,4,2,274
0,219,1,4,276,track,3,5,1,275
0,220,1,4,278,progress,3,8,2,277
0,221,0,4,280,ideal,3,5,0,279
0,222,1,4,281,efficient,3,9,2,280
0,223,1,4,282,universal,3,9,3,281
0,224,1,4,283,vast,3,4,2,282
0,225,1,4,289,ordinary,3,8,2,288
0,226,1,4,290,equal,3,5,2,289
0,227,1,4,291,previous,3,8,2,290
0,228,1,4,292,false,3,5,0,291
0,229,1,4,293,rare,3,4,2,292
0,230,1,4,295,independent,3,11,2,294
0,231,1,4,296,extreme,3,7,2,295
0,232,1,4,88,major,1,5,1,87
0,233,0,4,96,due,1,3,0,95
0,234,1,4,130,contain,2,7,2,129
0,235,1,4,209,sort,3,4,2,208
0,236,1,4,217,seek,3,4,1,216
0,237,1,4,220,estimate,3,8,3,219
0,238,1,4,258,reward,3,6,2,257
0,239,1,4,272,consequence,3,11,1,271
0,240,0,4,288,moral,3,5,3,287
0,241,1,4,316,expand,4,6,2,315
0,242,1,4,320,consume,4,7,2,319
0,243,1,4,324,convince,4,8,2,323
0,244,1,4,329,warn,4,4,2,328
0,245,1,4,333,surround,4,8,2,332
0,246,1,4,348,capacity,4,8,2,347
0,247,1,4,366,crisis,4,6,2,365
0,248,1,4,387,rural,4,5,3,386
0,249,1,4,395,convenient,4,10,1,394
0,250,1,4,405,recommend,5,9,2,404
0,251,1,4,415,encounter,5,9,2,414
0,252,1,4,424,handle,5,6,1,423
0,253,1,4,456,diversity,5,9,4,455
0,254,1,4,486,annual,5,6,2,485
0,255,1,4,496,virtual,5,7,2,495
0,256,1,4,504,request,6,7,1,503
0,257,1,4,512,freeze,6,6,1,511
0,258,0,4,545,expense,6,7,2,544
0,259,1,4,548,duty,6,4,2,547
0,260,1,4,553,fellow,6,6,3,552
0,261,1,4,558,disorder,6,8,3,557
0,262,1,4,560,weapon,6,6,2,559
0,263,1,4,572,colony,6,6,3,571
0,264,1,4,573,statistics,6,10,3,572
0,265,1,4,579,prime,6,5,3,578
0,266,1,4,584,vital,6,5,3,583
0,267,1,4,589,stable,6,6,2,588
0,268,1,4,591,brief,6,5,2,590
0,269,1,4,623,stretch,7,7,2,622
0,270,1,4,629,impress,7,7,1,628
0,271,1,4,631,upset,7,5,1,630
0,272,1,4,634,export,7,6,3,633
0,273,1,4,637,calculate,7,9,2,636
0,274,1,4,642,therapy,7,7,3,641
0,275,1,4,648,tone,7,4,1,647
0,276,1,4,656,bond,7,4,2,655
0,277,1,4,663,boundary,7,8,3,662
0,278,1,4,664,habitat,7,7,2,663
0,279,1,4,677,component,7,9,3,676
0,280,1,4,682,remote,7,6,1,681
0,281,1,4,684,sophisticated,7,13,3,683
0,282,1,4,703,guarantee,8,9,2,702
0,283,1,4,712,isolate,8,7,4,711
0,284,1,4,731,resemble,8,8,2,730
0,285,1,4,735,reform,8,6,3,734
0,286,1,4,749,protein,8,7,3,748
0,287,1,4,759,league,8,6,2,758
0,288,1,4,775,primate,8,7,3,774
0,289,1,4,780,literary,8,8,2,779
0,290,1,4,783,concrete,8,8,3,782
0,291,1,4,786,primitive,8,9,2,785
0,292,1,4,1551,domain,16,6,3,1550
0,293,1,4,1562,makeup,16,6,3,1561
0,294,1,4,1567,laundry,16,7,3,1566
0,295,1,4,38,demand,1,6,2,37
0,296,1,4,44,interest,1,8,1,43
0,297,1,4,418,aid,5,3,2,417
0,298,1,4,24,bear,1,4,0,23
0,299,1,4,93,available,1,9,2,92
0,300,1,4,257,option,3,6,2,256
0,301,1,4,384,artificial,4,10,1,383
0,302,1,4,437,spell,5,5,0,436
0,303,1,4,471,quantity,5,8,2,470
0,304,1,4,709,urge,8,4,2,708
0,305,1,4,771,platform,8,8,2,770
0,306,0,4,792,reluctant,8,9,3,791
0,307,1,4,796,pure,8,4,2,795
0,308,1,4,811,pile,9,4,1,810
0,309,1,4,998,modest,10,6,3,997
0,310,1,4,1363,rumor,14,5,1,1362
0,311,1,4,53,matter,1,6,0,52
0,312,1,4,173,site,2,4,0,172
0,313,1,4,226,define,3,6,2,225
0,314,1,4,286,familiar,3,8,1,285
0,315,1,4,403,educate,5,7,2,402
0,316,1,4,444,neighborhood,5,12,2,443
0,317,1,4,452,outcome,5,7,3,451
0,318,1,4,480,numerous,5,8,2,479
0,319,1,4,489,strict,5,6,0,488
0,320,1,4,602,stimulate,7,9,3,601
0,321,1,4,624,puzzle,7,6,2,623
0,322,1,4,658,surgery,7,7,2,657
0,323,1,4,676,dialogue,7,8,3,675
0,324,1,4,680,internal,7,8,2,679
0,325,1,4,681,solid,7,5,2,680
0,326,0,4,698,mere,7,4,2,697
0,327,1,4,699,tropical,7,8,2,698
0,328,1,4,728,scare,8,5,2,727
0,329,0,4,738,sustain,8,7,3,737
0,330,1,4,773,channel,8,7,2,772
0,331,0,4,797,incredible,8,10,2,796
0,332,0,4,800,via,8,3,2,799
0,333,1,4,859,incentive,9,9,3,858
0,334,0,4,867,drought,9,7,3,866
0,335,1,4,876,council,9,7,2,875
0,336,1,4,307,release,4,7,1,306
0,337,1,4,416,remind,5,6,1,415
0,338,1,4,608,abandon,7,7,2,607
0,339,0,4,768,prejudice,8,9,2,767
0,340,0,4,774,glacier,8,7,3,773
0,341,0,4,799,adequate,8,8,3,798
0,342,1,4,813,apologize,9,9,1,812
0,343,1,4,818,peer,9,4,3,817
0,344,0,4,820,convert,9,7,3,819
0,345,1,4,843,phase,9,5,3,842
0,346,1,4,846,gravity,9,7,3,845
0,347,1,4,851,nerve,9,5,3,850
0,348,1,4,869,portion,9,7,3,868
0,349,1,4,884,unpleasant,9,10,1,883
0,350,0,4,894,harsh,9,5,3,893
0,351,0,4,902,sue,10,3,3,901
0,352,1,4,922,underlie,10,8,3,921
0,353,1,4,967,mineral,10,7,2,966
0,354,0,4,978,ambition,10,8,1,977
0,355,0,4,1002,grasp,11,5,3,1001
0,356,1,4,1026,govern,11,6,2,1025
0,357,0,4,1038,persist,11,7,3,1037
0,358,0,4,1043,merit,11,5,5,1042
0,359,1,4,1055,penalty,11,7,3,1054
0,360,1,4,1060,molecule,11,8,2,1059
0,361,1,4,1111,constitute,12,10,2,1110
0,362,1,4,1113,grip,12,4,3,1112
0,363,1,4,1130,explode,12,7,3,1129
0,364,1,4,1158,supplement,12,10,3,1157
0,365,0,4,1187,tense,12,5,2,1186
0,366,1,4,1190,aboriginal,12,10,3,1189
0,367,0,4,1214,drag,13,4,2,1213
0,368,0,4,1254,fluid,13,5,3,1253
0,369,1,4,1255,pity,13,4,1,1254
0,370,1,4,1299,wireless,13,8,3,1298
0,371,1,4,1351,outbreak,14,8,3,1350
0,372,1,4,1360,suicide,14,7,2,1359
0,373,1,4,1369,spectrum,14,8,3,1368
0,374,1,4,1379,outstanding,14,11,2,1378
0,375,1,4,1384,compulsory,14,10,3,1383
0,376,0,4,1390,static,14,6,3,1389
0,377,0,4,1398,gross,14,5,3,1397
0,378,1,4,1407,spray,15,5,3,1406
0,379,1,4,1412,contradict,15,10,3,1411
0,380,0,4,1424,underestimate,15,13,3,1423
0,381,0,4,1443,outlet,15,6,3,1442
0,382,1,4,1462,breakthrough,15,12,2,1461
0,383,1,4,1466,sphere,15,6,2,1465
0,384,0,4,1468,behalf,15,6,2,1467
0,385,0,4,1484,insufficient,15,12,3,1483
0,386,1,4,1540,conceive,16,8,3,1539
0,387,1,4,1685,literal,17,7,3,1684
0,388,1,4,1737,fetch,18,5,2,1736
0,389,1,4,1791,vacant,18,6,3,1790
0,390,1,4,1808,bleed,19,5,2,1807
0,391,1,4,1845,exile,19,5,3,1844
0,392,1,4,1894,monotonous,19,10,4,1893
0,393,1,4,1896,dizzy,19,5,1,1895
0,394,1,4,198,chemical,2,8,1,197
0,395,1,4,211,associate,3,9,2,210
0,396,0,4,228,contribute,3,10,2,227
0,397,1,4,235,wind,3,4,0,234
0,398,1,4,239,desire,3,6,2,238
0,399,1,4,299,urban,3,5,3,298
0,400,1,4,304,stick,4,5,3,303
0,401,1,4,305,emerge,4,6,2,304
0,402,1,4,309,enable,4,6,2,308
0,403,1,4,311,rely,4,4,2,310
0,404,1,4,313,shift,4,5,3,312
0,405,1,4,325,recall,4,6,2,324
0,406,1,4,326,destroy,4,7,1,325
0,407,0,4,330,address,4,7,0,329
0,408,1,4,331,operate,4,7,1,330
0,409,1,4,332,participate,4,11,2,331
0,410,1,4,338,combine,4,7,2,337
0,411,1,4,339,extend,4,6,2,338
0,412,1,4,340,appreciate,4,10,1,339
0,413,1,4,349,profit,4,6,3,348
0,414,1,4,356,authority,4,9,2,355
0,415,1,4,361,web,4,3,1,360
0,416,1,4,369,psychology,4,10,3,368
0,417,1,4,371,custom,4,6,1,370
0,418,1,4,377,document,4,8,2,376
0,419,1,4,381,capable,4,7,2,380
0,420,1,4,389,nuclear,4,7,2,388
0,421,1,4,391,constant,4,8,3,390
0,422,1,4,392,severe,4,6,2,391
0,423,1,4,394,enormous,4,8,1,393
0,424,1,4,396,domestic,4,8,3,395
0,425,1,4,398,typical,4,7,2,397
0,426,1,4,399,overseas,4,8,3,398
0,427,1,4,402,behave,5,6,2,401
0,428,1,4,409,amaze,5,5,3,408
0,429,1,4,413,conclude,5,8,2,412
0,430,1,4,421,perceive,5,8,3,420
0,431,0,4,432,intend,5,6,2,431
0,432,1,4,435,inspire,5,7,2,434
0,433,1,4,441,comment,5,7,2,440
0,434,1,4,443,religion,5,8,2,442
0,435,1,4,446,presence,5,8,2,445
0,436,1,4,447,confidence,5,10,2,446
0,437,1,4,457,victim,5,6,2,456
0,438,1,4,462,humanity,5,8,2,461
0,439,1,4,466,lawyer,5,6,1,465
0,440,1,4,472,landscape,5,9,1,471
0,441,1,4,476,norm,5,4,3,475
0,442,1,4,477,code,5,4,0,476
0,443,1,4,482,widespread,5,10,2,481
0,444,1,4,492,unknown,5,7,1,491
0,445,1,4,493,superior,5,8,2,492
0,446,1,4,503,concentrate,6,11,1,502
0,447,1,4,509,ensure,6,6,2,508
0,448,1,4,513,oppose,6,6,1,512
0,449,1,4,517,employ,6,6,3,516
0,450,1,4,528,transport,6,9,2,527
0,451,1,4,532,ban,6,3,3,531
0,452,1,4,536,manufacture,6,11,3,535
0,453,1,4,542,innovation,6,10,3,541
0,454,1,4,551,democracy,6,9,2,550
0,455,1,4,557,route,6,5,3,556
0,456,1,4,563,disadvantage,6,12,1,562
0,457,1,4,564,mood,6,4,1,563
0,458,1,4,574,grain,6,5,3,573
0,459,1,4,578,welfare,6,7,3,577
0,460,1,4,586,abstract,6,8,2,585
0,461,1,4,597,initial,6,7,3,596
0,462,1,4,697,rude,7,4,0,696
0,463,1,0,1,create,1,6,1,0
0,464,1,0,2,increase,1,8,2,1
0,465,1,0,3,improve,1,7,1,2
0,466,1,1,3,improve,1,7,1,2
0,467,1,0,4,mean,1,4,1,3
0,468,1,0,5,own,1,3,0,4
0,469,1,0,6,include,1,7,1,5
0,470,0,0,7,consider,1,8,1,6
0,471,1,0,8,allow,1,5,1,7
0,472,1,1,8,allow,1,5,1,7
0,473,1,0,9,suggest,1,7,1,8
0,474,1,0,10,produce,1,7,1,9
0,475,1,1,10,produce,1,7,1,9
0,476,1,0,11,decide,1,6,1,10
0,477,1,0,12,offer,1,5,1,11
0,478,1,0,13,require,1,7,2,12
0,479,1,1,13,require,1,7,2,12
0,480,1,0,14,share,1,5,1,13
0,481,1,0,15,store,1,5,0,14
0,482,1,0,16,tend,1,4,2,15
0,483,1,0,17,concern,1,7,1,16
0,484,1,0,18,describe,1,8,0,17
0,485,1,0,19,involve,1,7,2,18
0,486,1,1,19,involve,1,7,2,18
0,487,1,0,20,reduce,1,6,2,19
0,488,1,0,21,design,1,6,0,20
0,489,1,1,21,design,1,6,0,20
0,490,1,0,22,force,1,5,1,21
0,491,1,0,23,limit,1,5,2,22
0,492,0,0,24,bear,1,4,0,23
0,493,0,1,24,bear,1,4,0,23
0,494,1,0,25,affect,1,6,2,24
0,495,1,1,25,affect,1,6,2,24
0,496,1,0,26,deal,1,4,1,25
0,497,1,1,26,deal,1,4,1,25
0,498,1,0,27,avoid,1,5,1,26
0,499,1,0,28,relate,1,6,2,27
0,500,1,0,29,realize,1,7,1,28
0,501,1,0,30,encourage,1,9,1,29
0,502,1,0,31,compare,1,7,1,30
0,503,1,0,32,measure,1,7,2,31
0,504,1,1,32,measure,1,7,2,31
0,505,1,0,33,exist,1,5,1,32
0,506,1,0,34,mark,1,4,1,33
0,507,0,0,35,challenge,1,9,1,34
0,508,1,0,36,depend,1,6,1,35
0,509,1,0,37,object,1,6,2,36
0,510,1,0,38,demand,1,6,2,37
0,511,0,0,39,found,1,5,3,38
0,512,1,0,40,complete,1,8,1,39
0,513,1,0,41,idea,1,4,0,40
0,514,0,0,42,accord,1,6,3,41
0,515,1,1,42,accord,1,6,3,41
0,516,1,0,43,company,1,7,1,42
0,517,1,0,44,interest,1,8,1,43
0,518,1,1,44,interest,1,8,1,43
0,519,1,0,45,research,1,8,1,44
0,520,1,0,46,cause,1,5,3,45
0,521,1,0,47,reason,1,6,0,46
0,522,1,0,48,effect,1,6,1,47
0,523,1,1,48,effect,1,6,1,47
0,524,1,0,49,influence,1,9,1,48
0,525,1,0,50,situation,1,9,1,49
0,526,1,1,50,situation,1,9,1,49
0,527,1,0,51,environment,1,11,3,50
0,528,1,1,51,environment,1,11,3,50
0,529,1,0,52,skill,1,5,0,51
0,530,1,0,53,matter,1,6,0,52
0,531,0,0,54,view,1,4,1,53
0,532,1,0,55,value,1,5,1,54
0,533,1,0,56,species,1,7,3,55
0,534,0,0,57,thought,1,7,1,56
0,535,1,0,58,knowledge,1,9,1,57
0,536,1,0,59,memory,1,6,0,58
0,537,1,0,60,practice,1,8,0,59
0,538,1,1,60,practice,1,8,0,59
0,539,1,0,61,benefit,1,7,2,60
0,540,1,0,62,theory,1,6,2,61
0,541,1,0,63,issue,1,5,1,62
0,542,1,1,63,issue,1,5,1,62
0,543,1,0,64,experiment,1,10,2,63
0,544,1,1,64,experiment,1,10,2,63
0,545,1,0,65,article,1,7,0,64
0,546,1,0,66,focus,1,5,3,65
0,547,1,1,66,focus,1,5,3,65
0,548,0,0,67,subject,1,7,0,66
0,549,1,1,67,subject,1,7,0,66
0,550,1,0,68,project,1,7,3,67
0,551,1,1,68,project,1,7,3,67
0,552,1,0,69,quality,1,7,2,68
0,553,1,0,70,role,1,4,0,69
0,554,1,1,70,role,1,4,0,69
0,555,0,0,71,term,1,4,2,70
0,556,1,0,72,statement,1,9,1,71
0,557,1,0,73,material,1,8,1,72
0,558,1,0,74,evidence,1,8,1,73
0,559,1,0,75,source,1,6,1,74
0,560,1,0,76,community,1,9,3,75
0,561,1,1,76,community,1,9,3,75
0,562,1,0,77,technology,1,10,0,76
0,563,1,0,78,culture,1,7,0,77
0,564,0,0,79,appropriate,1,11,1,78
0,565,1,0,80,likely,1,6,1,79
0,566,1,0,81,possible,1,8,1,80
0,567,1,0,82,individual,1,10,2,81
0,568,1,1,82,individual,1,10,2,81
0,569,0,0,83,public,1,6,2,82
0,570,1,0,84,common,1,6,1,83
0,571,1,0,85,certain,1,7,1,84
0,572,1,0,86,similar,1,7,1,85
0,573,1,0,87,recent,1,6,1,86
0,574,1,0,88,major,1,5,1,87
0,575,1,1,88,major,1,5,1,87
0,576,1,0,89,patient,1,7,2,88
0,577,1,0,90,particular,1,10,3,89
0,578,1,1,90,particular,1,10,3,89
0,579,1,0,91,physical,1,8,1,90
0,580,1,1,91,physical,1,8,1,90
0,581,1,0,92,various,1,7,2,91
0,582,1,0,93,available,1,9,2,92
0,583,1,1,93,available,1,9,2,92
0,584,1,0,94,native,1,6,1,93
0,585,1,0,95,political,1,9,1,94
0,586,1,0,96,due,1,3,0,95
0,587,1,0,97,blank,1,5,0,96
0,588,1,0,98,ancient,1,7,1,97
0,589,1,0,99,correct,1,7,0,98
0,590,1,1,99,correct,1,7,0,98
0,591,1,0,100,despite,1,7,2,99
0,592,1,0,101,notice,2,6,1,100
0,593,1,0,102,refer,2,5,1,101
0,594,1,0,103,approach,2,8,2,102
0,595,0,0,104,wonder,2,6,2,103
0,596,1,1,104,wonder,2,6,2,103
0,597,1,0,105,imagine,2,7,0,104
0,598,1,0,106,recognize,2,9,2,105
0,599,1,0,107,solve,2,5,0,106
0,600,0,0,108,occur,2,5,2,107
0,601,1,1,108,occur,2,5,2,107
0,602,0,0,109,argue,2,5,1,108
0,603,1,1,109,argue,2,5,1,108
0,604,1,0,110,claim,2,5,2,109
0,605,1,0,111,express,2,7,1,110
0,606,1,1,111,express,2,7,1,110
0,607,0,0,112,draw,2,4,1,111
0,608,1,0,113,waste,2,5,2,112
0,609,1,1,113,waste,2,5,2,112
0,610,1,0,114,advance,2,7,3,113
0,611,1,0,115,spread,2,6,1,114
0,612,1,0,116,prepare,2,7,1,115
0,613,1,0,117,gain,2,4,2,116
0,614,1,0,118,achieve,2,7,1,117
0,615,1,1,118,achieve,2,7,1,117
0,616,1,0,119,establish,2,9,1,118
0,617,1,0,120,supply,2,6,2,119
0,618,0,0,121,suppose,2,7,2,120
0,619,1,0,122,perform,2,7,1,121
0,620,1,0,123,prefer,2,6,1,122
0,621,1,0,124,determine,2,9,2,123
0,622,1,0,125,treat,2,5,2,124
0,623,1,0,126,prove,2,5,2,125
0,624,0,0,127,apply,2,5,1,126
0,625,1,0,128,mention,2,7,1,127
0,626,1,0,129,communicate,2,11,1,128
0,627,1,0,130,contain,2,7,2,129
0,628,1,0,131,contact,2,7,1,130
0,629,1,1,131,contact,2,7,1,130
0,630,1,0,132,regard,2,6,3,131
0,631,1,0,133,respect,2,7,2,132
0,632,1,0,134,search,2,6,1,133
0,633,1,1,134,search,2,6,1,133
0,634,1,0,135,connect,2,7,2,134
0,635,0,0,136,decline,2,7,2,135
0,636,1,0,137,prevent,2,7,1,136
0,637,0,0,138,suffer,2,6,2,137
0,638,1,0,139,survive,2,7,1,138
0,639,1,1,139,survive,2,7,1,138
0,640,1,0,140,publish,2,7,1,139
0,641,1,0,141,opportunity,2,11,1,140
0,642,1,0,142,task,2,4,1,141
0,643,1,0,143,industry,2,8,2,142
0,644,0,0,144,medium,2,6,2,143
0,645,1,0,145,economy,2,7,2,144
0,646,1,0,146,policy,2,6,2,145
0,647,1,0,147,account,2,7,1,146
0,648,1,0,148,trade,2,5,1,147
0,649,1,0,149,model,2,5,2,148
0,650,0,0,150,figure,2,6,1,149
0,651,1,0,151,cell,2,4,2,150
0,652,1,0,152,image,2,5,1,151
